"SNo","CaseID","KafkaJSON","APIResponse","Status"
"70","{u'header': {u'rating': u'', u'accountType': u'', u'customerSince': u'00000000', u'ratingKey': u'', u'sapChangeTime': 25131, u'partnerId': u'0089512814', u'partnerTypeKey': 2, u'commonId': u'', u'sapCreateTime': 35226, u'accountTypeKey': u'', u'archivingFlag': u'X', u'partnerGrouping': u'Org structure BP Numbers', u'accountName': u'ESCLOG Logistics-Esc-Japan', u'accountClassKey': u'', u'statusKey': u'', u'partnerGroupingKey': u'0012', u'serviceRenewalDate': u'00000000', u'status': u'', u'tranBlockReasonKey': u'', u'accountGroup': u'', u'sapCreateDate': 20141020, u'dataOriginKey': u'', u'accountClass': u'', u'sapChangeDate': 20151020, u'contactFirstName': u'', u'accountGroupKey': u'', u'dataOrigin': u'', u'partnerType': u'Organisation', u'contactLastNname': u'', u'tranBlockReason': u''}, u'_id': ObjectId('562f0a37a9728d0c2c8f55c4'), u'relationship': [{u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000025939', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000028172', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000028260', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141122, u'relationshipCreateTime': 54752}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000028266', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000029339', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141112, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000030858', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000031014', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000031113', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000031900', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000031902', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000031903', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000031906', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032343', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032400', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032474', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032580', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032855', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032856', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032858', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032935', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032937', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032938', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032939', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032941', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032942', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000032943', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}, {u'accountId': u'0089512814', u'relationshipChangeTime': 54752, u'relationshipChangeDate': 20141122, u'validTo': 99991231, u'relationshipCode': u'BUR010', u'contactId': u'0000033006', u'mode': u'D', u'relationshipDescription': u'Has the Employee', u'validFrom': 20141122, u'relationshipCreateDate': 20141112, u'relationshipCreateTime': 10857}]}"
"71","{u'header': {u'rating': u'', u'accountType': u'', u'customerSince': u'00000000', u'ratingKey': u'', u'sapChangeTime': 142547, u'partnerId': u'0089514933', u'partnerTypeKey': 2, u'commonId': u'', u'sapCreateTime': 145322, u'accountTypeKey': u'', u'archivingFlag': u'', u'partnerGrouping': u'JN Sales Organization', u'accountName': u'CS-US Virtual Plant', u'accountClassKey': u'', u'statusKey': u'', u'partnerGroupingKey': u'0012', u'serviceRenewalDate': u'00000000', u'status': u'', u'tranBlockReasonKey': u'', u'accountGroup': u'', u'sapCreateDate': 20151012, u'dataOriginKey': u'', u'accountClass': u'', u'sapChangeDate': 20151013, u'contactFirstName': u'', u'accountGroupKey': u'', u'dataOrigin': u'', u'partnerType': u'Organisation', u'contactLastNname': u'', u'tranBlockReason': u''}, u'_id': ObjectId('562f0a37a9728d0c2c8f55c5'), u'address': {u'website': u'', u'city': u'LAREDO', u'language': u'', u'extension': u'', u'street1': u'220 N ZAPATA HWY STE 8', u'street2': u'', u'street3': u'', u'street4': u'', u'email': u'', u'phone': u'', u'communicationTypeKey': u'', u'country': u'United States', u'postalCode': u'78043-4464', u'region': u'Texas', u'houseNumber': u'', u'communicationType': u'', u'transportZone': u''}}"
"72","{u'header': {u'rating': u'', u'accountType': u'', u'customerSince': u'00000000', u'ratingKey': u'', u'sapChangeTime': 202604, u'partnerId': 200510804, u'partnerTypeKey': 1, u'commonId': u'', u'sapCreateTime': 195231, u'accountTypeKey': u'', u'archivingFlag': u'', u'partnerGrouping': u'JN Contact Person', u'accountName': u'', u'accountClassKey': u'', u'statusKey': u'', u'partnerGroupingKey': u'0002', u'serviceRenewalDate': u'00000000', u'status': u'', u'tranBlockReasonKey': u'', u'accountGroup': u'', u'sapCreateDate': 20150528, u'dataOriginKey': u'', u'accountClass': u'', u'sapChangeDate': 20151013, u'contactFirstName': u'', u'accountGroupKey': u'', u'dataOrigin': u'', u'partnerType': u'Person', u'contactLastNname': u'CFTS COIONTACT', u'tranBlockReason': u''}, u'_id': ObjectId('562f0a37a9728d0c2c8f55c6'), u'address': {u'website': u'', u'city': u'ALPHARETTA', u'language': u'', u'extension': u'', u'street1': u'CYPRESS CT', u'street2': u'', u'street3': 10301, u'street4': u'', u'email': u'pengwahn@kpit.com', u'phone': 1111111111, u'communicationTypeKey': u'', u'country': u'United States', u'postalCode': u'30005-3581', u'region': u'Georgia', u'houseNumber': 10201, u'communicationType': u'', u'transportZone': u'0000000001'}}"
"73","{u'header': {u'rating': u'', u'accountType': u'', u'customerSince': u'00000000', u'ratingKey': u'', u'sapChangeTime': 202954, u'partnerId': 200510804, u'partnerTypeKey': 1, u'commonId': u'', u'sapCreateTime': 195231, u'accountTypeKey': u'', u'archivingFlag': u'', u'partnerGrouping': u'JN Contact Person', u'accountName': u'', u'accountClassKey': u'', u'statusKey': u'', u'partnerGroupingKey': u'0002', u'serviceRenewalDate': u'00000000', u'status': u'', u'tranBlockReasonKey': u'', u'accountGroup': u'', u'sapCreateDate': 20150528, u'dataOriginKey': u'', u'accountClass': u'', u'sapChangeDate': 20151013, u'contactFirstName': u'', u'accountGroupKey': u'', u'dataOrigin': u'', u'partnerType': u'Person', u'contactLastNname': u'CFTS COIONTACT', u'tranBlockReason': u''}, u'_id': ObjectId('562f0a37a9728d0c2c8f55c7'), u'address': {u'website': u'', u'city': u'ALPHARETTA', u'language': u'', u'extension': u'', u'street1': u'CYPRESS CT', u'street2': u'', u'street3': 10301, u'street4': u'', u'email': u'Peng.Ng@kpit.com', u'phone': 1111111111, u'communicationTypeKey': u'', u'country': u'United States', u'postalCode': u'30005-3581', u'region': u'Georgia', u'houseNumber': 10201, u'communicationType': u'', u'transportZone': u'0000000001'}}"
"74","{u'_id': ObjectId('562f0a37a9728d0c2c8f55c8'), u'relationship': {u'accountId': 200167817, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124852}}"
"75","{u'_id': ObjectId('562f0a37a9728d0c2c8f55c9'), u'relationship': {u'accountId': 100197496, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124853}}"
"76","{u'_id': ObjectId('562f0a37a9728d0c2c8f55ca'), u'relationship': {u'accountId': 100094336, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124857}}"
"77","{u'_id': ObjectId('562f0a37a9728d0c2c8f55cb'), u'relationship': {u'accountId': 100109305, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124856}}"
"78","{u'_id': ObjectId('562f0a37a9728d0c2c8f55cc'), u'relationship': {u'accountId': 100080266, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124853}}"
"79","{u'_id': ObjectId('562f0a37a9728d0c2c8f55cd'), u'relationship': {u'accountId': 100136930, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124854}}"
"80","{u'_id': ObjectId('562f0a37a9728d0c2c8f55ce'), u'relationship': {u'accountId': 100062129, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124856}}"
"81","{u'_id': ObjectId('562f0a37a9728d0c2c8f55cf'), u'relationship': {u'accountId': 100370300, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124856}}"
"82","{u'_id': ObjectId('562f0a37a9728d0c2c8f55d0'), u'relationship': {u'accountId': 100067608, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124855}}"
"83","{u'_id': ObjectId('562f0a37a9728d0c2c8f55d1'), u'relationship': {u'accountId': 100102941, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124854}}"
"84","{u'_id': ObjectId('562f0a37a9728d0c2c8f55d2'), u'relationship': {u'accountId': 100090250, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124854}}"
"85","{u'_id': ObjectId('562f0a37a9728d0c2c8f55d3'), u'relationship': {u'accountId': 100068780, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124855}}"
"86","{u'header': {u'rating': u'', u'accountType': u'Global 100/100 HQ', u'customerSince': u'00000000', u'ratingKey': u'', u'sapChangeTime': 111739, u'partnerId': u'0010000164', u'partnerTypeKey': 2, u'commonId': u'', u'sapCreateTime': 80941, u'accountTypeKey': 1, u'archivingFlag': u'', u'partnerGrouping': u'JN Customer', u'accountName': u'ADNANAN TEST11SS.', u'accountClassKey': 5, u'statusKey': u'', u'partnerGroupingKey': u'0001', u'serviceRenewalDate': u'00000000', u'status': u'', u'tranBlockReasonKey': 2, u'accountGroup': u'JN Sold-To Party', u'sapCreateDate': 20130515, u'dataOriginKey': u'', u'accountClass': u'Other', u'sapChangeDate': 20151014, u'contactFirstName': u'', u'accountGroupKey': u'Z001', u'dataOrigin': u'', u'partnerType': u'Organisation', u'contactLastNname': u'', u'tranBlockReason': u'All free of charge'}, u'_id': ObjectId('562f0a37a9728d0c2c8f55d4'), u'address': {u'website': u'', u'city': u'NAUGATUCK', u'language': u'', u'extension': u'', u'street1': u'SPRING ST', u'street2': u'', u'street3': u'', u'street4': u'', u'email': u'', u'phone': u'', u'communicationTypeKey': u'', u'country': u'United States', u'postalCode': u'06770-2912', u'region': u'Connecticut', u'houseNumber': 33, u'communicationType': u'E-Mail', u'transportZone': u'0000000001'}}"
"87","{u'marketingAttributes': {u'serviceRequestEntitlement': u'', u'srByEmail': u'', u'citizenship': u'', u'srEntitlement': u'', u'authorizedForRma': u'', u'accountTemperature': u'', u'entitlementValidTill': u'', u'rmaEntitlement': u'', u'accountServiceLevel': u'Non-Key', u'analysisFlag': u'', u'courtesyCall': u'', u'temperatureEndDate': u''}, u'header': {u'rating': u'', u'accountType': u'Enterprise', u'customerSince': 20100214, u'ratingKey': u'', u'sapChangeTime': 32044, u'partnerId': 100361016, u'partnerTypeKey': 2, u'commonId': u'CJ507493', u'sapCreateTime': 160344, u'accountTypeKey': u'EN', u'archivingFlag': u'', u'partnerGrouping': u'Customer', u'accountName': u'UAE UNIVERSITY', u'accountClassKey': 4, u'statusKey': u'E0017', u'partnerGroupingKey': u'0001', u'serviceRenewalDate': u'00000000', u'status': u'Active', u'tranBlockReasonKey': u'', u'accountGroup': u'JN End Customer', u'sapCreateDate': 20140513, u'dataOriginKey': u'0004', u'accountClass': u'Commercial', u'sapChangeDate': 20151015, u'contactFirstName': u'', u'accountGroupKey': u'Z006', u'dataOrigin': u'Conversion', u'partnerType': u'Organisation', u'contactLastNname': u'', u'tranBlockReason': u''}, u'_id': ObjectId('562f0a37a9728d0c2c8f55d5'), u'address': {u'website': u'', u'city': u'ALN', u'language': u'', u'extension': u'', u'street1': u'131ST STR , NEXT TO JIMI HOSPITAL', u'street2': u'', u'street3': u'', u'street4': u'', u'email': u'', u'phone': u'', u'communicationTypeKey': u'', u'country': u'United Arab Emirates', u'postalCode': u'', u'region': u'', u'houseNumber': u'', u'communicationType': u'', u'transportZone': u'0000000004'}}"
"88","{u'marketingAttributes': {u'serviceRequestEntitlement': u'', u'srByEmail': u'', u'citizenship': u'', u'srEntitlement': u'', u'authorizedForRma': u'', u'accountTemperature': u'', u'entitlementValidTill': u'', u'rmaEntitlement': u'', u'accountServiceLevel': u'Non-Key', u'analysisFlag': u'', u'courtesyCall': u'', u'temperatureEndDate': u''}, u'header': {u'rating': u'', u'accountType': u'Enterprise', u'customerSince': 20100214, u'ratingKey': u'', u'sapChangeTime': 32044, u'partnerId': 100361016, u'partnerTypeKey': 2, u'commonId': u'CJ507493', u'sapCreateTime': 160344, u'accountTypeKey': u'EN', u'archivingFlag': u'', u'partnerGrouping': u'Customer', u'accountName': u'UAE UNIVERSITY', u'accountClassKey': 4, u'statusKey': u'E0017', u'partnerGroupingKey': u'0001', u'serviceRenewalDate': u'00000000', u'status': u'Active', u'tranBlockReasonKey': u'', u'accountGroup': u'JN End Customer', u'sapCreateDate': 20140513, u'dataOriginKey': u'0004', u'accountClass': u'Commercial', u'sapChangeDate': 20151015, u'contactFirstName': u'', u'accountGroupKey': u'Z006', u'dataOrigin': u'Conversion', u'partnerType': u'Organisation', u'contactLastNname': u'', u'tranBlockReason': u''}, u'_id': ObjectId('562f0a37a9728d0c2c8f55d6'), u'address': {u'website': u'', u'city': u'ALN', u'language': u'', u'extension': u'', u'street1': u'131ST STR , NEXT TO JIMI HOSPITAL', u'street2': u'', u'street3': u'', u'street4': u'', u'email': u'', u'phone': u'', u'communicationTypeKey': u'', u'country': u'United Arab Emirates', u'postalCode': u'', u'region': u'', u'houseNumber': u'', u'communicationType': u'', u'transportZone': u'0000000004'}}"
"89","{u'_id': ObjectId('562f0a38a9728d0c2c8f55d7'), u'relationship': [{u'accountId': 100197502, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000007248', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 132455}, {u'accountId': 100197502, u'relationshipChangeTime': 132455, u'relationshipChangeDate': 20151014, u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124852}, {u'accountId': 100197502, u'relationshipChangeTime': 132455, u'relationshipChangeDate': 20151014, u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'D', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124852}]}"
"90","{u'_id': ObjectId('562f0a38a9728d0c2c8f55d8'), u'relationship': [{u'accountId': 100001935, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000007248', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 132455}, {u'accountId': 100001935, u'relationshipChangeTime': 132455, u'relationshipChangeDate': 20151014, u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124852}, {u'accountId': 100001935, u'relationshipChangeTime': 132455, u'relationshipChangeDate': 20151014, u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'D', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124852}]}"
"91","{u'_id': ObjectId('562f0a38a9728d0c2c8f55d9'), u'relationship': [{u'accountId': 100002499, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000007248', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 132454}, {u'accountId': 100002499, u'relationshipChangeTime': 132454, u'relationshipChangeDate': 20151014, u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124850}, {u'accountId': 100002499, u'relationshipChangeTime': 132454, u'relationshipChangeDate': 20151014, u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'D', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124850}]}"
"92","{u'_id': ObjectId('562f0a38a9728d0c2c8f55da'), u'relationship': [{u'accountId': 100197264, u'relationshipChangeTime': u'', u'relationshipChangeDate': u'', u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000007248', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 132455}, {u'accountId': 100197264, u'relationshipChangeTime': 132455, u'relationshipChangeDate': 20151014, u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'I', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124853}, {u'accountId': 100197264, u'relationshipChangeTime': 132455, u'relationshipChangeDate': 20151014, u'validTo': 99991231, u'relationshipCode': u'BUR011', u'contactId': u'0000037825', u'mode': u'D', u'relationshipDescription': u'Has the Employee Responsible', u'validFrom': u'00010101', u'relationshipCreateDate': 20151014, u'relationshipCreateTime': 124853}]}"
